Count of StrategyPlanKey,Datekey,EntityKey,ScenarioKey,AccountKey,ProductCategoryKey,Amount
1,2017-01-01 00:00:00,695,1,5,3,56409.44
1,2017-01-01 00:00:00,695,1,5,4,31498.73
1,2017-01-01 00:00:00,695,1,5,5,13602.09
1,2017-01-01 00:00:00,695,1,5,6,3775.49
1,2017-01-01 00:00:00,695,1,5,7,424.8
1,2017-01-01 00:00:00,695,1,5,8,77449.63
1,2017-01-01 00:00:00,695,1,7,1,129.3398
1,2017-01-01 00:00:00,695,1,7,2,1160.2977
1,2017-01-01 00:00:00,695,1,8,1,119.438
1,2017-01-01 00:00:00,695,1,8,2,1071.4689
1,2017-01-01 00:00:00,695,1,9,1,241.2127
1,2017-01-01 00:00:00,695,1,9,2,2163.9008
1,2017-01-01 00:00:00,695,1,10,1,117.0046
1,2017-01-01 00:00:00,695,1,10,2,1049.6392
1,2017-01-01 00:00:00,695,1,11,1,237.146
1,2017-01-01 00:00:00,695,1,11,2,2127.4185
1,2017-01-01 00:00:00,695,1,15,1,96.2541
1,2017-01-01 00:00:00,695,1,15,2,863.4882
1,2017-01-01 00:00:00,695,1,16,1,287.3872
1,2017-01-01 00:00:00,695,1,16,2,2578.1293
1,2017-01-01 00:00:00,695,1,17,1,77.0033
1,2017-01-01 00:00:00,695,1,17,2,690.7906
1,2017-01-01 00:00:00,695,1,19,1,528.3611
1,2017-01-01 00:00:00,695,1,19,2,4739.8875
1,2017-01-01 00:00:00,695,1,20,1,609.6122
1,2017-01-01 00:00:00,695,1,20,2,5468.7849
1,2017-01-01 00:00:00,695,1,21,1,2090.0989
1,2017-01-01 00:00:00,695,1,21,2,18750.1198
1,2017-01-01 00:00:00,695,1,22,1,1436.943
1,2017-01-01 00:00:00,695,1,22,2,12890.7073
1,2017-01-01 00:00:00,695,1,23,1,217.7186
1,2017-01-01 00:00:00,695,1,23,2,1953.1375
1,2017-01-01 00:00:00,695,2,4,1,6324.2463
1,2017-01-01 00:00:00,695,2,4,2,79167.833
1,2017-01-01 00:00:00,695,2,4,3,124105.4018
1,2017-01-01 00:00:00,695,2,4,4,73569.8715
1,2017-01-01 00:00:00,695,2,4,5,29076.1144
1,2017-01-01 00:00:00,695,2,4,6,9388.2243
1,2017-01-01 00:00:00,695,2,4,7,1065.1732
1,2017-01-01 00:00:00,695,2,4,8,159453.1264
1,2017-01-01 00:00:00,695,2,5,1,2520.9116
1,2017-01-01 00:00:00,695,2,5,2,40322.2121
1,2017-01-01 00:00:00,695,2,5,3,54660.7474
1,2017-01-01 00:00:00,695,2,5,4,30522.2694
1,2017-01-01 00:00:00,695,2,5,5,13180.4252
1,2017-01-01 00:00:00,695,2,5,6,3658.4498
1,2017-01-01 00:00:00,695,2,5,7,411.6312
1,2017-01-01 00:00:00,695,2,5,8,75048.6915
1,2017-01-01 00:00:00,695,2,7,1,125.3303
1,2017-01-01 00:00:00,695,2,7,2,1124.3285
1,2017-01-01 00:00:00,695,2,8,1,115.7354
1,2017-01-01 00:00:00,695,2,8,2,1038.2535
1,2017-01-01 00:00:00,695,2,9,1,233.7351
1,2017-01-01 00:00:00,695,2,9,2,2096.8198
1,2017-01-01 00:00:00,695,2,10,1,113.3774
1,2017-01-01 00:00:00,695,2,10,2,1017.1004
1,2017-01-01 00:00:00,695,2,11,1,229.7944
1,2017-01-01 00:00:00,695,2,11,2,2061.4686
1,2017-01-01 00:00:00,695,2,15,1,93.2702
1,2017-01-01 00:00:00,695,2,15,2,836.7202
1,2017-01-01 00:00:00,695,2,16,1,278.4782
1,2017-01-01 00:00:00,695,2,16,2,2498.2073
1,2017-01-01 00:00:00,695,2,17,1,74.6162
1,2017-01-01 00:00:00,695,2,17,2,669.3761
1,2017-01-01 00:00:00,695,2,19,1,511.9819
1,2017-01-01 00:00:00,695,2,19,2,4592.951
1,2017-01-01 00:00:00,695,2,20,1,590.7142
1,2017-01-01 00:00:00,695,2,20,2,5299.2526
1,2017-01-01 00:00:00,695,2,21,1,2025.3058
1,2017-01-01 00:00:00,695,2,21,2,18168.8661
1,2017-01-01 00:00:00,695,2,22,1,1392.3977
1,2017-01-01 00:00:00,695,2,22,2,12491.0954
1,2017-01-01 00:00:00,695,2,23,1,210.9694
1,2017-01-01 00:00:00,695,2,23,2,1892.5902
1,2017-01-01 00:00:00,695,3,4,1,6657.1014
1,2017-01-01 00:00:00,695,3,4,2,83334.561
1,2017-01-01 00:00:00,695,3,4,3,130637.265
1,2017-01-01 00:00:00,695,3,4,4,77441.97
1,2017-01-01 00:00:00,695,3,4,5,30606.4362
1,2017-01-01 00:00:00,695,3,4,6,9882.3414
1,2017-01-01 00:00:00,695,3,4,7,1121.235
1,2017-01-01 00:00:00,695,3,4,8,167845.3962
1,2017-01-01 00:00:00,695,3,5,1,2653.5912
1,2017-01-01 00:00:00,695,3,5,2,42444.4338
1,2017-01-01 00:00:00,695,3,5,3,57537.6288
1,2017-01-01 00:00:00,695,3,5,4,32128.7046
1,2017-01-01 00:00:00,695,3,5,5,13874.1318
1,2017-01-01 00:00:00,695,3,5,6,3850.9998
1,2017-01-01 00:00:00,695,3,5,7,433.296
1,2017-01-01 00:00:00,695,3,5,8,78998.6226
1,2017-01-01 00:00:00,695,3,7,1,131.9266
1,2017-01-01 00:00:00,695,3,7,2,1183.5037
1,2017-01-01 00:00:00,695,3,8,1,121.8267
1,2017-01-01 00:00:00,695,3,8,2,1092.8983
1,2017-01-01 00:00:00,695,3,9,1,246.0369
1,2017-01-01 00:00:00,695,3,9,2,2207.1787
1,2017-01-01 00:00:00,695,3,10,1,119.3447
1,2017-01-01 00:00:00,695,3,10,2,1070.632
1,2017-01-01 00:00:00,695,3,11,1,241.8889
1,2017-01-01 00:00:00,695,3,11,2,2169.967
1,2017-01-01 00:00:00,695,3,15,1,98.1792
1,2017-01-01 00:00:00,695,3,15,2,880.758
1,2017-01-01 00:00:00,695,3,16,1,293.135
1,2017-01-01 00:00:00,695,3,16,2,2629.6919
1,2017-01-01 00:00:00,695,3,17,1,78.5433
1,2017-01-01 00:00:00,695,3,17,2,704.6064
1,2017-01-01 00:00:00,695,3,19,1,538.9283
1,2017-01-01 00:00:00,695,3,20,1,621.8044
1,2017-01-01 00:00:00,695,3,21,1,2131.9008
1,2017-01-01 00:00:00,695,3,22,1,1465.6818
1,2017-01-01 00:00:00,695,3,23,1,222.073
1,2017-01-01 00:00:00,696,1,4,1,741.235
1,2017-01-01 00:00:00,696,1,4,2,46237.971
1,2017-01-01 00:00:00,696,1,4,3,185306.2665
1,2017-01-01 00:00:00,696,1,4,4,89909.65
1,2017-01-01 00:00:00,696,1,4,5,48731.9245
1,2017-01-01 00:00:00,696,1,4,6,12063.109
1,2017-01-01 00:00:00,696,1,4,7,3021.3775
1,2017-01-01 00:00:00,696,1,4,8,105430.784
1,2017-01-01 00:00:00,696,1,5,1,384.68
1,2017-01-01 00:00:00,696,1,5,2,20541.49
1,2017-01-01 00:00:00,696,1,5,3,79934.85
1,2017-01-01 00:00:00,696,1,5,4,36049.92
1,2017-01-01 00:00:00,696,1,5,5,20912.08
1,2017-01-01 00:00:00,696,1,5,6,4937.21
1,2017-01-01 00:00:00,696,1,5,7,1232.15
1,2017-01-01 00:00:00,696,1,5,8,45695.76
1,2017-01-01 00:00:00,696,1,7,1,111.1157
1,2017-01-01 00:00:00,696,1,7,2,996.8106
1,2017-01-01 00:00:00,696,1,8,1,115.3564
1,2017-01-01 00:00:00,696,1,8,2,1034.8534
1,2017-01-01 00:00:00,696,1,9,1,251.5984
1,2017-01-01 00:00:00,696,1,9,2,2257.0701
1,2017-01-01 00:00:00,696,1,10,1,133.6591
1,2017-01-01 00:00:00,696,1,10,2,1199.0457
1,2017-01-01 00:00:00,696,1,11,1,265.4403
1,2017-01-01 00:00:00,696,1,11,2,2381.2449
1,2017-01-01 00:00:00,696,1,15,1,96.2541
1,2017-01-01 00:00:00,696,1,15,2,863.4882
1,2017-01-01 00:00:00,696,1,16,1,287.3872
1,2017-01-01 00:00:00,696,1,16,2,2578.1293
1,2017-01-01 00:00:00,696,1,17,1,77.0033
1,2017-01-01 00:00:00,696,1,17,2,690.7906
1,2017-01-01 00:00:00,696,1,19,1,596.0329
1,2017-01-01 00:00:00,696,1,19,2,5346.9665
1,2017-01-01 00:00:00,696,1,20,1,609.6122
1,2017-01-01 00:00:00,696,1,20,2,5468.7849
1,2017-01-01 00:00:00,696,1,21,1,2090.0989
1,2017-01-01 00:00:00,696,1,21,2,18750.1198
1,2017-01-01 00:00:00,696,1,22,1,1436.943
1,2017-01-01 00:00:00,696,1,22,2,12890.7073
1,2017-01-01 00:00:00,696,1,23,1,217.7186
1,2017-01-01 00:00:00,696,1,23,2,1953.1375
1,2017-01-01 00:00:00,696,2,4,1,560.9347
1,2017-01-01 00:00:00,696,2,4,2,43739.3228
1,2017-01-01 00:00:00,696,2,4,3,172130.0204
1,2017-01-01 00:00:00,696,2,4,4,82317.7516
1,2017-01-01 00:00:00,696,2,4,5,46305.729
1,2017-01-01 00:00:00,696,2,4,6,11060.7959
1,2017-01-01 00:00:00,696,2,4,7,2938.2503
1,2017-01-01 00:00:00,696,2,4,8,100786.3974
1,2017-01-01 00:00:00,696,2,5,1,372.7549
1,2017-01-01 00:00:00,696,2,5,2,19904.7038
1,2017-01-01 00:00:00,696,2,5,3,77456.8696
1,2017-01-01 00:00:00,696,2,5,4,34932.3725
1,2017-01-01 00:00:00,696,2,5,5,20263.8055
1,2017-01-01 00:00:00,696,2,5,6,4784.1565
1,2017-01-01 00:00:00,696,2,5,7,1193.9534
1,2017-01-01 00:00:00,696,2,5,8,44279.1914
1,2017-01-01 00:00:00,696,2,7,1,107.6711
1,2017-01-01 00:00:00,696,2,7,2,965.9094
1,2017-01-01 00:00:00,696,2,8,1,111.7803
1,2017-01-01 00:00:00,696,2,8,2,1002.7729
1,2017-01-01 00:00:00,696,2,9,1,243.7988
1,2017-01-01 00:00:00,696,2,9,2,2187.1009
1,2017-01-01 00:00:00,696,2,10,1,129.5157
1,2017-01-01 00:00:00,696,2,10,2,1161.8753
1,2017-01-01 00:00:00,696,2,11,1,257.2116
1,2017-01-01 00:00:00,696,2,11,2,2307.4264
1,2017-01-01 00:00:00,696,2,15,1,93.2702
1,2017-01-01 00:00:00,696,2,15,2,836.7202
1,2017-01-01 00:00:00,696,2,16,1,278.4782
1,2017-01-01 00:00:00,696,2,16,2,2498.2073
1,2017-01-01 00:00:00,696,2,17,1,74.6162
1,2017-01-01 00:00:00,696,2,17,2,669.3761
1,2017-01-01 00:00:00,696,2,19,1,577.5559
1,2017-01-01 00:00:00,696,2,19,2,5181.2106
1,2017-01-01 00:00:00,696,2,20,1,590.7142
1,2017-01-01 00:00:00,696,2,20,2,5299.2526
1,2017-01-01 00:00:00,696,2,21,1,2025.3058
1,2017-01-01 00:00:00,696,2,21,2,18168.8661
1,2017-01-01 00:00:00,696,2,22,1,1392.3977
1,2017-01-01 00:00:00,696,2,22,2,12491.0954
1,2017-01-01 00:00:00,696,2,23,1,210.9694
1,2017-01-01 00:00:00,696,2,23,2,1892.5902
1,2017-01-01 00:00:00,696,3,4,1,590.4576
1,2017-01-01 00:00:00,696,3,4,2,46041.3924
1,2017-01-01 00:00:00,696,3,4,3,181189.4952
1,2017-01-01 00:00:00,696,3,4,4,86650.2648
1,2017-01-01 00:00:00,696,3,4,5,48742.8726
1,2017-01-01 00:00:00,696,3,4,6,11642.943
1,2017-01-01 00:00:00,696,3,4,7,3092.895
1,2017-01-01 00:00:00,696,3,4,8,106090.9446
1,2017-01-01 00:00:00,696,3,5,1,392.3736
1,2017-01-01 00:00:00,696,3,5,2,20952.3198
1,2017-01-01 00:00:00,696,3,5,3,81533.547
1,2017-01-01 00:00:00,696,3,5,4,36770.9184
1,2017-01-01 00:00:00,696,3,5,5,21330.3216
1,2017-01-01 00:00:00,696,3,5,6,5035.9542
1,2017-01-01 00:00:00,696,3,5,7,1256.793
1,2017-01-01 00:00:00,696,3,5,8,46609.6752
1,2017-01-01 00:00:00,696,3,7,1,113.338
1,2017-01-01 00:00:00,696,3,7,2,1016.7468
1,2017-01-01 00:00:00,696,3,8,1,117.6635
1,2017-01-01 00:00:00,696,3,8,2,1055.5505
1,2017-01-01 00:00:00,696,3,9,1,256.6303
1,2017-01-01 00:00:00,696,3,9,2,2302.2115
1,2017-01-01 00:00:00,696,3,10,1,136.3323
1,2017-01-01 00:00:00,696,3,10,2,1223.0267
1,2017-01-01 00:00:00,696,3,11,1,270.7491
1,2017-01-01 00:00:00,696,3,11,2,2428.8698
1,2017-01-01 00:00:00,696,3,15,1,98.1792
1,2017-01-01 00:00:00,696,3,15,2,880.758
1,2017-01-01 00:00:00,696,3,16,1,293.135
1,2017-01-01 00:00:00,696,3,16,2,2629.6919
1,2017-01-01 00:00:00,696,3,17,1,78.5433
1,2017-01-01 00:00:00,696,3,17,2,704.6064
1,2017-01-01 00:00:00,696,3,19,1,607.9536
1,2017-01-01 00:00:00,696,3,20,1,621.8044
1,2017-01-01 00:00:00,696,3,21,1,2131.9008
1,2017-01-01 00:00:00,696,3,22,1,1465.6818
1,2017-01-01 00:00:00,696,3,23,1,222.073
1,2017-01-01 00:00:00,697,1,4,1,748.563
1,2017-01-01 00:00:00,697,1,4,2,64094.98
1,2017-01-01 00:00:00,697,1,4,3,91882.565
1,2017-01-01 00:00:00,697,1,4,4,110667.795
1,2017-01-01 00:00:00,697,1,4,5,48934.99
1,2017-01-01 00:00:00,697,1,4,6,2084.139
1,2017-01-01 00:00:00,697,1,4,7,2111.184
1,2017-01-01 00:00:00,697,1,4,8,130857.9335
1,2017-01-01 00:00:00,697,1,5,1,387.8
1,2017-01-01 00:00:00,697,1,5,2,29566.48
1,2017-01-01 00:00:00,697,1,5,3,38606.61
1,2017-01-01 00:00:00,697,1,5,4,40238.98
1,2017-01-01 00:00:00,697,1,5,5,21289.63
1,2017-01-01 00:00:00,697,1,5,6,900.18
1,2017-01-01 00:00:00,697,1,5,7,904
1,2017-01-01 00:00:00,697,1,5,8,57771.32
1,2017-01-01 00:00:00,697,1,7,1,111.1188
1,2017-01-01 00:00:00,697,1,7,2,996.838
1,2017-01-01 00:00:00,697,1,8,1,104.499
1,2017-01-01 00:00:00,697,1,8,2,937.4526
1,2017-01-01 00:00:00,697,1,9,1,195.6065
1,2017-01-01 00:00:00,697,1,9,2,1754.7711
1,2017-01-01 00:00:00,697,1,10,1,108.3948
1,2017-01-01 00:00:00,697,1,10,2,972.4021
1,2017-01-01 00:00:00,697,1,11,1,205.8085
1,2017-01-01 00:00:00,697,1,11,2,1846.293
1,2017-01-01 00:00:00,697,1,15,1,96.2541
1,2017-01-01 00:00:00,697,1,15,2,863.4882
1,2017-01-01 00:00:00,697,1,16,1,287.3872
1,2017-01-01 00:00:00,697,1,16,2,2578.1293
1,2017-01-01 00:00:00,697,1,17,1,77.0033
1,2017-01-01 00:00:00,697,1,17,2,690.7906
1,2017-01-01 00:00:00,697,1,19,1,501.085
1,2017-01-01 00:00:00,697,1,19,2,4495.1961
1,2017-01-01 00:00:00,697,1,20,1,609.6122
1,2017-01-01 00:00:00,697,1,20,2,5468.7849
1,2017-01-01 00:00:00,697,1,21,1,2090.0989
1,2017-01-01 00:00:00,697,1,21,2,18750.1198
1,2017-01-01 00:00:00,697,1,22,1,1436.943
1,2017-01-01 00:00:00,697,1,22,2,12890.7073
1,2017-01-01 00:00:00,697,1,23,1,217.7186
1,2017-01-01 00:00:00,697,1,23,2,1953.1375
1,2017-01-01 00:00:00,697,2,4,1,722.9903
1,2017-01-01 00:00:00,697,2,4,2,58339.6237
1,2017-01-01 00:00:00,697,2,4,3,86289.1981
1,2017-01-01 00:00:00,697,2,4,4,96034.121
1,2017-01-01 00:00:00,697,2,4,5,45507.5927
1,2017-01-01 00:00:00,697,2,4,6,1595.7104
1,2017-01-01 00:00:00,697,2,4,7,2030.6267
1,2017-01-01 00:00:00,697,2,4,8,117491.5019
1,2017-01-01 00:00:00,697,2,5,1,375.7782
1,2017-01-01 00:00:00,697,2,5,2,28649.9191
1,2017-01-01 00:00:00,697,2,5,3,37409.8051
1,2017-01-01 00:00:00,697,2,5,4,38991.5716
1,2017-01-01 00:00:00,697,2,5,5,20629.6515
1,2017-01-01 00:00:00,697,2,5,6,872.2744
1,2017-01-01 00:00:00,697,2,5,7,875.976
1,2017-01-01 00:00:00,697,2,5,8,55980.4091
1,2017-01-01 00:00:00,697,2,7,1,107.6741
1,2017-01-01 00:00:00,697,2,7,2,965.9361
1,2017-01-01 00:00:00,697,2,8,1,101.2595
1,2017-01-01 00:00:00,697,2,8,2,908.3916
1,2017-01-01 00:00:00,697,2,9,1,189.5427
1,2017-01-01 00:00:00,697,2,9,2,1700.3732
1,2017-01-01 00:00:00,697,2,10,1,105.0346
1,2017-01-01 00:00:00,697,2,10,2,942.2576
1,2017-01-01 00:00:00,697,2,11,1,199.4285
1,2017-01-01 00:00:00,697,2,11,2,1789.058
1,2017-01-01 00:00:00,697,2,15,1,93.2702
1,2017-01-01 00:00:00,697,2,15,2,836.7202
1,2017-01-01 00:00:00,697,2,16,1,278.4782
1,2017-01-01 00:00:00,697,2,16,2,2498.2073
1,2017-01-01 00:00:00,697,2,17,1,74.6162
1,2017-01-01 00:00:00,697,2,17,2,669.3761
1,2017-01-01 00:00:00,697,2,19,1,485.5514
1,2017-01-01 00:00:00,697,2,19,2,4355.845
1,2017-01-01 00:00:00,697,2,20,1,590.7142
1,2017-01-01 00:00:00,697,2,20,2,5299.2526
1,2017-01-01 00:00:00,697,2,21,1,2025.3058
1,2017-01-01 00:00:00,697,2,21,2,18168.8661
1,2017-01-01 00:00:00,697,2,22,1,1392.3977
1,2017-01-01 00:00:00,697,2,22,2,12491.0954
1,2017-01-01 00:00:00,697,2,23,1,210.9694
1,2017-01-01 00:00:00,697,2,23,2,1892.5902
1,2017-01-01 00:00:00,697,3,4,1,761.0424
1,2017-01-01 00:00:00,697,3,4,2,61410.1302
1,2017-01-01 00:00:00,697,3,4,3,90830.7348
1,2017-01-01 00:00:00,697,3,4,4,101088.5484
1,2017-01-01 00:00:00,697,3,4,5,47902.7292
1,2017-01-01 00:00:00,697,3,4,6,1679.6952
1,2017-01-01 00:00:00,697,3,4,7,2137.5018
1,2017-01-01 00:00:00,697,3,4,8,123675.2652
1,2017-01-01 00:00:00,697,3,5,1,395.556
1,2017-01-01 00:00:00,697,3,5,2,30157.8096
1,2017-01-01 00:00:00,697,3,5,3,39378.7422
1,2017-01-01 00:00:00,697,3,5,4,41043.7596
1,2017-01-01 00:00:00,697,3,5,5,21715.4226
1,2017-01-01 00:00:00,697,3,5,6,918.1836
1,2017-01-01 00:00:00,697,3,5,7,922.08
1,2017-01-01 00:00:00,697,3,5,8,58926.7464
1,2017-01-01 00:00:00,697,3,7,1,113.3411
1,2017-01-01 00:00:00,697,3,7,2,1016.7747
1,2017-01-01 00:00:00,697,3,8,1,106.589
1,2017-01-01 00:00:00,697,3,8,2,956.2016
1,2017-01-01 00:00:00,697,3,9,1,199.5186
1,2017-01-01 00:00:00,697,3,9,2,1789.8665
1,2017-01-01 00:00:00,697,3,10,1,110.5627
1,2017-01-01 00:00:00,697,3,10,2,991.85
1,2017-01-01 00:00:00,697,3,11,1,209.9247
1,2017-01-01 00:00:00,697,3,11,2,1883.219
1,2017-01-01 00:00:00,697,3,15,1,98.1792
1,2017-01-01 00:00:00,697,3,15,2,880.758
1,2017-01-01 00:00:00,697,3,16,1,293.135
1,2017-01-01 00:00:00,697,3,16,2,2629.6919
1,2017-01-01 00:00:00,697,3,17,1,78.5433
1,2017-01-01 00:00:00,697,3,17,2,704.6064
1,2017-01-01 00:00:00,697,3,19,1,511.1067
1,2017-01-01 00:00:00,697,3,20,1,621.8044
1,2017-01-01 00:00:00,697,3,21,1,2131.9008
1,2017-01-01 00:00:00,697,3,22,1,1465.6818
1,2017-01-01 00:00:00,697,3,23,1,222.073
1,2017-01-01 00:00:00,698,1,4,1,3611.295
1,2017-01-01 00:00:00,698,1,4,2,33319.689
1,2017-01-01 00:00:00,698,1,4,3,160007.119
1,2017-01-01 00:00:00,698,1,4,4,77868.142
1,2017-01-01 00:00:00,698,1,4,5,51082.4295
1,2017-01-01 00:00:00,698,1,4,6,14310.7285
1,2017-01-01 00:00:00,698,1,4,7,1516.3035
1,2017-01-01 00:00:00,698,1,4,8,144147.7425
1,2017-01-01 00:00:00,698,1,5,1,1394.54
1,2017-01-01 00:00:00,698,1,5,2,16076.53
1,2017-01-01 00:00:00,698,1,5,3,67501.03
1,2017-01-01 00:00:00,698,1,5,4,30256.62
1,2017-01-01 00:00:00,698,1,5,5,22688.07
1,2017-01-01 00:00:00,698,1,5,6,5547.32
1,2017-01-01 00:00:00,698,1,5,7,638.4
1,2017-01-01 00:00:00,698,1,5,8,66822.97
1,2017-01-01 00:00:00,698,1,7,1,109.0811
1,2017-01-01 00:00:00,698,1,7,2,978.5587
1,2017-01-01 00:00:00,698,1,8,1,115.9335
1,2017-01-01 00:00:00,698,1,8,2,1040.0312
1,2017-01-01 00:00:00,698,1,9,1,263.7825
1,2017-01-01 00:00:00,698,1,9,2,2366.3729
1,2017-01-01 00:00:00,698,1,10,1,111.0787
1,2017-01-01 00:00:00,698,1,10,2,996.4786
1,2017-01-01 00:00:00,698,1,11,1,232.4124
1,2017-01-01 00:00:00,698,1,11,2,2084.9539
1,2017-01-01 00:00:00,698,1,15,1,96.2541
1,2017-01-01 00:00:00,698,1,15,2,863.4882
1,2017-01-01 00:00:00,698,1,16,1,287.3872
1,2017-01-01 00:00:00,698,1,16,2,2578.1293
1,2017-01-01 00:00:00,698,1,17,1,77.0033
1,2017-01-01 00:00:00,698,1,17,2,690.7906
1,2017-01-01 00:00:00,698,1,19,1,582.0083
1,2017-01-01 00:00:00,698,1,19,2,5221.1524
1,2017-01-01 00:00:00,698,1,20,1,609.6122
1,2017-01-01 00:00:00,698,1,20,2,5468.7849
1,2017-01-01 00:00:00,698,1,21,1,2090.0989
1,2017-01-01 00:00:00,698,1,21,2,18750.1198
1,2017-01-01 00:00:00,698,1,22,1,1436.943
1,2017-01-01 00:00:00,698,1,22,2,12890.7073
1,2017-01-01 00:00:00,698,1,23,1,217.7186
1,2017-01-01 00:00:00,698,1,23,2,1953.1375
1,2017-01-01 00:00:00,698,2,4,1,3456.3649
1,2017-01-01 00:00:00,698,2,4,2,30760.0426
1,2017-01-01 00:00:00,698,2,4,3,149434.0346
1,2017-01-01 00:00:00,698,2,4,4,74173.7426
1,2017-01-01 00:00:00,698,2,4,5,47457.182
1,2017-01-01 00:00:00,698,2,4,6,12985.724
1,2017-01-01 00:00:00,698,2,4,7,1471.5719
1,2017-01-01 00:00:00,698,2,4,8,135645.3875
1,2017-01-01 00:00:00,698,2,5,1,1351.3093
1,2017-01-01 00:00:00,698,2,5,2,15578.1576
1,2017-01-01 00:00:00,698,2,5,3,65408.4981
1,2017-01-01 00:00:00,698,2,5,4,29318.6648
1,2017-01-01 00:00:00,698,2,5,5,21984.7398
1,2017-01-01 00:00:00,698,2,5,6,5375.3531
1,2017-01-01 00:00:00,698,2,5,7,618.6096
1,2017-01-01 00:00:00,698,2,5,8,64751.4579
1,2017-01-01 00:00:00,698,2,7,1,105.6996
1,2017-01-01 00:00:00,698,2,7,2,948.2234
1,2017-01-01 00:00:00,698,2,8,1,112.3396
1,2017-01-01 00:00:00,698,2,8,2,1007.7902
1,2017-01-01 00:00:00,698,2,9,1,255.6052
1,2017-01-01 00:00:00,698,2,9,2,2293.0153
1,2017-01-01 00:00:00,698,2,10,1,107.6353
1,2017-01-01 00:00:00,698,2,10,2,965.5878
1,2017-01-01 00:00:00,698,2,11,1,225.2076
1,2017-01-01 00:00:00,698,2,11,2,2020.3202
1,2017-01-01 00:00:00,698,2,15,1,93.2702
1,2017-01-01 00:00:00,698,2,15,2,836.7202
1,2017-01-01 00:00:00,698,2,16,1,278.4782
1,2017-01-01 00:00:00,698,2,16,2,2498.2073
1,2017-01-01 00:00:00,698,2,17,1,74.6162
1,2017-01-01 00:00:00,698,2,17,2,669.3761
1,2017-01-01 00:00:00,698,2,19,1,563.966
1,2017-01-01 00:00:00,698,2,19,2,5059.2966
1,2017-01-01 00:00:00,698,2,20,1,590.7142
1,2017-01-01 00:00:00,698,2,20,2,5299.2526
1,2017-01-01 00:00:00,698,2,21,1,2025.3058
1,2017-01-01 00:00:00,698,2,21,2,18168.8661
1,2017-01-01 00:00:00,698,2,22,1,1392.3977
1,2017-01-01 00:00:00,698,2,22,2,12491.0954
1,2017-01-01 00:00:00,698,2,23,1,210.9694
1,2017-01-01 00:00:00,698,2,23,2,1892.5902
1,2017-01-01 00:00:00,698,3,4,1,3638.2788
1,2017-01-01 00:00:00,698,3,4,2,32378.9922
1,2017-01-01 00:00:00,698,3,4,3,157298.9838
1,2017-01-01 00:00:00,698,3,4,4,78077.6238
1,2017-01-01 00:00:00,698,3,4,5,49954.9284
1,2017-01-01 00:00:00,698,3,4,6,13669.1832
1,2017-01-01 00:00:00,698,3,4,7,1549.023
1,2017-01-01 00:00:00,698,3,4,8,142784.6184
1,2017-01-01 00:00:00,698,3,5,1,1422.4308
1,2017-01-01 00:00:00,698,3,5,2,16398.0606
1,2017-01-01 00:00:00,698,3,5,3,68851.0506
1,2017-01-01 00:00:00,698,3,5,4,30861.7524
1,2017-01-01 00:00:00,698,3,5,5,23141.8314
1,2017-01-01 00:00:00,698,3,5,6,5658.2664
1,2017-01-01 00:00:00,698,3,5,7,651.168
1,2017-01-01 00:00:00,698,3,5,8,68159.4294
1,2017-01-01 00:00:00,698,3,7,1,111.2628
1,2017-01-01 00:00:00,698,3,7,2,998.1299
1,2017-01-01 00:00:00,698,3,8,1,118.2522
1,2017-01-01 00:00:00,698,3,8,2,1060.8318
1,2017-01-01 00:00:00,698,3,9,1,269.0581
1,2017-01-01 00:00:00,698,3,9,2,2413.7004
1,2017-01-01 00:00:00,698,3,10,1,113.3003
1,2017-01-01 00:00:00,698,3,10,2,1016.4082
1,2017-01-01 00:00:00,698,3,11,1,237.0606
1,2017-01-01 00:00:00,698,3,11,2,2126.6529
1,2017-01-01 00:00:00,698,3,15,1,98.1792
1,2017-01-01 00:00:00,698,3,15,2,880.758
1,2017-01-01 00:00:00,698,3,16,1,293.135
1,2017-01-01 00:00:00,698,3,16,2,2629.6919
1,2017-01-01 00:00:00,698,3,17,1,78.5433
1,2017-01-01 00:00:00,698,3,17,2,704.6064
1,2017-01-01 00:00:00,698,3,19,1,593.6484
1,2017-01-01 00:00:00,698,3,20,1,621.8044
1,2017-01-01 00:00:00,698,3,21,1,2131.9008
1,2017-01-01 00:00:00,698,3,22,1,1465.6818
1,2017-01-01 00:00:00,698,3,23,1,222.073
1,2017-01-01 00:00:00,700,1,4,1,6170.8785
1,2017-01-01 00:00:00,700,1,4,2,86917.135
1,2017-01-01 00:00:00,700,1,4,3,193865.3775
1,2017-01-01 00:00:00,700,1,4,4,127754.619
1,2017-01-01 00:00:00,700,1,4,5,57904.0775
1,2017-01-01 00:00:00,700,1,4,6,10952.878
1,2017-01-01 00:00:00,700,1,4,7,2799.6635
1,2017-01-01 00:00:00,700,1,4,8,143080.1285
1,2017-01-01 00:00:00,700,1,5,1,2242.8
1,2017-01-01 00:00:00,700,1,5,2,39910.41
1,2017-01-01 00:00:00,700,1,5,3,77625.29
1,2017-01-01 00:00:00,700,1,5,4,48659.05
1,2017-01-01 00:00:00,700,1,5,5,24394.58
1,2017-01-01 00:00:00,700,1,5,6,4423.13
1,2017-01-01 00:00:00,700,1,5,7,1138.4
1,2017-01-01 00:00:00,700,1,5,8,62538.41
1,2017-01-01 00:00:00,700,1,7,1,148.2843
